search_keyword,pubDate,title_korean,description_raw,source,link,summary_korean,importance
테마파크 예약,2026. 7. 6.,"갤럭시 로봇파크, 프리오픈 예약…7월 주말 공연 매진",첫 7월 예약 관람객 8000명돌파…추가 오픈 문의 이어져 갤럭시코퍼레이션이 운영하는 ‘갤럭시 로봇파크... AI)’ 테마파크를 표방한다. 관람객은 로봇 공연과 다양한 체험 프로그램을 통해 AI와 로봇을 활용한...,sports.donga.com,https://n.news.naver.com/mnews/article/382/0001281837?sid=103,,
테마파크 예약,2026. 7. 6.,"속초를 만끽하는 여정, 바다와 산이 어우러진 가볼 만한 곳","강원 속초시 설악동에 위치한 설악케이블카는 온라인 및 전화 예약이 불가능하며, 당일 현장에서만 구매할... 실내 테마파크다. 이곳은 상상력을 자극하는 다양한 착시미술 작품 속에서 특별한 사진을 남길 수 있는...",cbci.co.kr,https://www.cbci.co.kr/news/articleView.html?idxno=586807,,
테마파크 예약,2026. 7. 6.,"갤럭시 로봇파크, 프리오픈부터 8000명 몰렸다… “피지컬 AI 시대 개막...","프리오픈 예약에서는 약 8,000명의 관람객이 예매를 완료했으며, 주말 공연이 조기 매진되면서 추가 회차... 갤럭시 로봇파크는 AI와 로봇, 공연, 콘텐츠를 결합한 Physical AI 테마파크를 목표로 조성됐다. 단순히 로봇을...",etnews.com,https://n.news.naver.com/mnews/article/030/0003444711?sid=101,,
테마파크 예약,2026. 7. 6.,"에버랜드, 아이브 콜라보 프로젝트 'ForEVER IVE' 화제","이번 ForEVER IVE를 통해 팬들은 테마파크에서 아이브의 세계관을 색다르게 경험할 수 있다. 먼저 셔틀버스가... 를 테마로 꾸며진 다양한 공간을 만나볼 수 있는데, 에버랜드 모바일앱을 통해 스페셜 패스를 예약하면...",edu.donga.com,https://edu.donga.com/news/articleView.html?idxno=109620,,
테마파크 예약,2026. 7. 6.,"에버랜드, 인기 그룹 아이브(IVE)과 스페셜 콜라보 프로젝트 'ForEVER IVE'...","에버랜드를 찾은 팬들은 테마파크 곳곳에서 아이브의 세계관을 다양한 방식으로 만날 수 있다. 셔틀버스는 'ForEVER IVE BUS'로 꾸며져 아이브의 음성 안내와 함께 운행되며, 에버랜드 모바일앱을 통해 스페셜 패스 예약 시...",newsquest.co.kr,https://www.newsquest.co.kr/news/articleView.html?idxno=269164,,
테마파크 예약,2026. 7. 6.,유류할증료 내리자 여행 할인 전쟁… 항공권 반값부터 호텔 최대 80% 특...,"이번 행사에서는 항공권과 호텔, 에어텔, 입장권, 현지투어 등을 한 번에 예약할 수 있으며 최대 62% 할인... 국내에서는 풀빌라와 감성 숙소, 워터파크, 테마파크, 공연과 전시까지 최대 75% 할인 혜택을 제공하며 무신사...",tournews21.com,https://www.tournews21.com/news/articleView.html?idxno=137992,,
테마파크 예약,2026. 7. 6.,"'갤럭시 로봇파크', 프리오픈 흥행…7월 주말 공연 매진 기록","갤럭시코퍼레이션이 선보이는 '갤럭시 로봇파크(Galaxy Robot Park)'가 프리오픈 예약 시작과 함께 7월 주말... 갤럭시 로봇파크는 공연과 AI, 로봇 기술을 융합한 Physical AI 테마파크를 목표로 조성됐으며, 전시 중심의...",magazine.hankyung.com,https://n.news.naver.com/mnews/article/050/0000108200?sid=101,,
테마파크 예약,2026. 7. 6.,"원더파크, 여름방학 ‘로보카폴리 동물구조 대작전’ 17일 개막",9일부터 네이버 예약 얼리버드 판매…최대 43% 할인 미디어 체험형 테마파크 원더파크가 여름방학을 맞아 신규 체험전 ‘로보카폴리 동물구조 대작전’을 17일 선보인다. 이번 체험전은 애니메이션 ‘로보카폴리’를...,sports.donga.com,https://n.news.naver.com/mnews/article/382/0001281786?sid=103,,
테마파크 예약,2026. 7. 6.,"원더파크, ‘로보카폴리 동물구조 대작전’ 17일 개막","체험형 테마파크 원더파크는 신규 체험전 ‘로보카폴리 동물 구조 대작전’을 17일 개막한다고 6일 밝혔다.... 한편, 원더파크는 본 체험전의 공식 개막을 앞두고 오는 7월 9일부터 16일까지 단 8일간 네이버 예약을 통해...",biz.chosun.com,https://n.news.naver.com/mnews/article/366/0001176988?sid=101,,
테마파크 예약,2026. 7. 6.,"아이브와 함께하는 특별한 하루…에버랜드, ‘ForEVER IVE’ 눈길",이번 행사는 아티스트의 매력과 테마파크의 즐길거리를 결합하여 방문객들이 다채롭게 체험할 수 있도록... 팬들은 에버랜드 모바일앱으로 스페셜 패스를 사전 예약해 구매한 뒤 현장을 방문할 수 있다. 선택한 멤버의...,etoday.co.kr,https://www.etoday.co.kr/news/view/2600516,,
테마파크 예약,2026. 7. 6.,아이브 뜨자 에버랜드도 들썩…팬덤 겨냥 '포에버 아이브',윤슬빈 관광전문기자 = 테마파크가 K-팝 아티스트의 지식재산권(IP)을 활용해 글로벌 팬덤을 오프라인... 캐릭터 '미니브' 테마 공간을 조성했으며 에버랜드 모바일앱으로 스페셜 패스를 예약한 고객은 온오프라인...,news1.kr,https://n.news.naver.com/mnews/article/421/0009042008?sid=103,,
테마파크 예약,2026. 7. 6.,"놀유니버스 NOL, '놀데이' 여름 휴가 특집 전개...해외여행·워터파크 최...","실제 7월 1일부터 2일까지 NOL의 해외 항공권 예약 건수는 전월 같은 기간보다 1.5배, 직전 주 같은 기간과... 워터파크와 테마파크 입장권도 할인 판매한다. NOL 라이브에서는 7일 오후 7시 '그랜드 조선 제주 & 힐스위트...",popcornnews.net,http://www.popcornnews.net/news/articleView.html?idxno=125637,,
테마파크 예약,2026. 7. 6.,"놀, 여행·여가 할인 캠페인...노랑풍선, 허니문 상품 라인업 확대","사진=놀 7월 1~2일 NOL 해외 항공권 예약 건수는 전월 동기 대비 1.5배, 전주 동기 대비 2배 이상 증가했다.... 국내여행 상품으로는 료칸 스타일 숙소, 풀빌라, 유럽 감성 숙소, 숲속 감성 숙소와 워터파크·테마파크...",slist.kr,https://www.slist.kr/news/articleView.html?idxno=749795,,
테마파크 예약,2026. 7. 6.,에버랜드와 아이브가 만났다…'포에버 아이브' 프로젝트로 들썩이는 테...,도착 전부터 아이브 멤버들의 음성 안내가 나오는 셔틀버스가 설렘을 더하고 에버랜드에 들어서면 공식 캐릭터 미니브를 테마로 꾸며진 공간들이 방문객을 맞이한다. 에버랜드 모바일앱을 통해 예약 가능한 스페셜...,thefairnews.co.kr,https://www.thefairnews.co.kr/news/articleView.html?idxno=81316,,
테마파크 예약,2026. 7. 6.,"""최애 멤버 목소리가 안내를""… 팬들 설레게 한 에버랜드 '포에버 아이...","새로운 테마파크 문화를 보여줄 것""이라고 말했다. 한편 이번 프로젝트의 스페셜 패스는 에버랜드 모바일 앱을 통한 사전 예약제로 운영되며, 일자별 구체적인 예매 일정은 공식 홈페이지를 통해 단계적으로 안내할...",ajunews.com,https://www.ajunews.com/view/20260706081324999,,
테마파크 예약,2026. 7. 5.,"역사와 자연을 품은 섬, 거제에서 만나는 여름날의 가볼 만한 곳",하청면 실전리 일대에 펼쳐진 거제맹종죽테마파크는 대나무 중 가장 굵다고 알려진 맹종죽이 울창하게... 거제면 서상리에 위치한 숲소리공원은 양떼목장과 모노레일이 함께 있는 도심형 테마공원이다. 예약 없이 방문...,joongangenews.com,https://www.joongangenews.com/news/articleView.html?idxno=528753,,
테마파크 예약,2026. 7. 4.,"충북 음성에서 만나는 특별한 체험, 흥미로운 가볼 만한 곳","|중앙이코노미뉴스 이영선 기자|큰바위얼굴 테마파크 [사진=한국관광공사] 충북 중앙부에 위치한 음성은... 이곳은 온라인 사전 예약이 필수이며, 현장 접수나 전화 예약은 불가능하다. 매달 첫 번째 날에 다음 달 예약이...",joongangenews.com,https://www.joongangenews.com/news/articleView.html?idxno=528721,,
테마파크 예약,2026. 7. 4.,"""흠뻑 젖어도 즐겁다"" 레고랜드, '썸머 플레이'로 주말 여행수요 공략",com 썸머 플레이 메인 포토존에서 신나게 뛰노는 아이들 [사진=레고랜드] 강원도 춘천의 글로벌 테마파크... 축제 일정 및 호텔 예약에 대한 자세한 내용은 레고랜드 공식 홈페이지에서 확인할 수 있다.,ajunews.com,https://www.ajunews.com/view/20260703110413895,,
테마파크 예약,2026. 7. 3.,로봇이 구현하는 K팝…갤럭시코퍼 '로봇파크' 9월 개장,로봇파크(Galaxy Robot Park)'가 프리오픈 예약 시작과 동시에 뜨거운 관심을 받으며 정식 개관 전부터 흥행... AI 테마파크를 지향한다. 로봇을 전시하는 공간이 아니라 사람과 로봇이 함께 공연하고 교감하며 새로운 문화를...,sidae.com,https://n.news.naver.com/mnews/article/417/0001150238?sid=105,,
테마파크 예약,2026. 7. 3.,"갤럭시코퍼레이션, 로봇파크 프리오픈 ""피지컬AI 테마파크""",로봇파크(Galaxy Robot Park)'가 프리오픈 예약 시작과 동시에 뜨거운 관심을 받고 있다고 밝혔다. 오는 9월... 피지컬AI 테마파크를 지향한다. 로봇을 전시하는 공간이 아니라 사람과 로봇이 함께 공연하고 교감하며 새로운...,mt.co.kr,https://n.news.naver.com/mnews/article/008/0005381232?sid=101,,
테마파크 예약,2026. 7. 3.,"갤럭시코퍼레이션, ‘갤럭시 로봇파크’ 프리오픈 흥행…9월 그랜드 오...",-프리오픈 예약 시작과 동시에 관심 집중…Physical AI 엔터테인먼트 수요 확인 -공연·AI·로봇 융합한 세계 최초 Physical AI 테마파크로 글로벌 시장 공략 글로벌 Physical AI 엔터테크 기업 갤럭시코퍼레이션이 선보이는...,economist.co.kr,https://n.news.naver.com/mnews/article/243/0000099971?sid=101,,
테마파크 예약,2026. 7. 3.,"“로봇이 K팝 군무 춘다”…갤럭시코퍼레이션, ‘로봇파크’ 프리오픈","로봇파크(Galaxy Robot Park)'의 정식 개관을 앞두고 사전 프리오픈 예약을 시작했다고 3일 밝혔다. 오는 9월... AI 테마파크를 지향한다. 단순히 기계를 관람하는 공간이 아니라, 사람과 로봇이 무대 위에서 함께...",sentv.co.kr,https://www.sentv.co.kr/article/view/sentv202607030092,,
테마파크 예약,2026. 7. 3.,"[ZD SW 투데이] 카카오엔터프라이즈, 가천대 클라우드공학과 현장 실습...",빠르게 예약이 이어지고 있다. 갤럭시 로봇파크 전경 (사진=갤럭시코퍼레이션) 갤럭시 로봇파크는 단순한 로봇 전시관을 넘어 공연·체험·콘텐츠·AI가 융합된 세계 최초 피지컬 AI 테마파크를 지향한다. 로봇을...,zdnet.co.kr,https://n.news.naver.com/mnews/article/092/0002429205?sid=105,,
테마파크 예약,2026. 7. 2.,"마이리얼트립, 여름휴가 맞이 '마리특'·'강릉세일페스타' 동시 전개","마리특, 여행 준비부터 현지 경험까지 최대 80% 할인 혜택 강릉세일페스타, 5만원 이상 숙소 예약시 2만원... 미주 테마파크, 유럽 알프스 하이킹 등 투어·액티비티 상품은 물론 이심(eSIM)과 렌터카, 새롭게 추가된 뷰티...",ajunews.com,https://www.ajunews.com/view/20260702173629187,,
테마파크 예약,2026. 7. 2.,"속초에서 만나는 여름의 낭만, 다채로운 풍경 가득한 가볼 만한 곳","온라인이나 전화 예약은 불가능하며, 방문 당일 현장에서만 승차권을 구매할 수 있다. 케이블카를 타고... 실내 테마파크다. 이곳은 날씨에 구애받지 않고 언제든 방문하여 즐거운 시간을 보낼 수 있는 공간이다. 신개념...",joongangenews.com,https://www.joongangenews.com/news/articleView.html?idxno=528299,,
테마파크 예약,2026. 7. 2.,반얀트리 서울·켄싱턴호텔앤리조트 '페스타 돌잔치 페어' 개최...'플레...,"네이버 예약을 통해 사전 신청 시 무료로 참여할 수 있으며 방문 고객에게 기프트를 제공한다. 또한 당일... 패키지는 객실 1박, 조식 뷔페 2인, 남원 춘향 여행권(광한루원ㆍ춘향테마파크ㆍ지리산 허브...",wsobi.com,http://www.wsobi.com/news/articleView.html?idxno=314623,,
테마파크 예약,2026. 7. 2.,"日 ‘관광 배짱’… 출국세 3배로, 비자수수료 5배로 인상",일본 오사카의 인기 테마파크인 ‘유니버설 스튜디오 저팬(USJ)’이 입장객 수요에 따라 가격이... 티켓 예매는 두 달 전부터 가능한데 새 제도에선 고정 가격이 아닌 예약이 늦거나 수요가 몰리면 가격이 점차...,donga.com,https://n.news.naver.com/mnews/article/020/0003730904?sid=104,,
테마파크 예약,2026. 7. 1.,日 테마파크 ‘변동 가격제’ 도입…늦게 예약하면 비싸진다,일본 오사카의 인기 테마파크인 ‘유니버설 스튜디오 재팬(USJ)’이 입장객 수요에 따라 가격이... 티켓 예매는 2달 전부터 가능한데 새 제도에선 고정 가격이 아닌 예약이 늦거나 수요가 몰리면 가격이 점차 뛰는...,donga.com,https://n.news.naver.com/mnews/article/020/0003730765?sid=104,,
테마파크 예약,2026. 7. 1.,"휴가객 찾아가던 유통, 휴가지 그 자체가 되다 [옛날신문보기]","예약주문 패키지상품은 삼겹살·목심·LA갈비 패키지 등 3종류. -2007년 7월 27일 <문화일보> ""피서지로... 신세계백화점은 가족단위의 백캉스족을 위해 이달 한 달간 주요 점포의 문화홀을 키즈 테마파크로 바꿨다. -2017년...",sisaon.co.kr,https://www.sisaon.co.kr/news/articleView.html?idxno=202316,,
테마파크 예약,2026. 7. 1.,AI 검색으로 예약까지… 플랫폼 독점 깨진다,현재 스마틱스는 전국 700여 개 주요 테마파크와 축제의 입장권 예매부터 정산에 이르는 전 과정을 원스톱 처리하는 서비스형 소프트웨어(SaaS)를 제공하고 있다. 그는 “포털과 온라인여행사(OTA)를 거치는 예약 구조는...,edaily.co.kr,https://n.news.naver.com/mnews/article/018/0006319472?sid=101,,
여행 AI 에이전트,2026. 7. 9.,"[일문일답] 티맵 전창근 CPO ""20년 내비 틀 깨고 '이동의 마침표' 찍겠다...","전창근 CPO는 ""유저들의 통합 프로필을 중심으로 에이전트를 연동해 모바일에서 사용했던 기록과 경험이 차 안으로 자연스럽게 이어지도록 하겠다""며 ""차량으로 이동한 유저의 여행 맥락을 AI가 판단해 모바일로 주변...",economist.co.kr,https://n.news.naver.com/mnews/article/243/0000100223?sid=105,,
여행 AI 에이전트,2026. 7. 9.,"‘단순 응답은 그만’...센드버드, 환불·재예약까지 해결하는 에이전트...","평가해 AI 성능을 보완하는 식이다. 에이전트 스튜어드 솔루션의 주 타깃은 일반 소비재 영역부터 여행, 항공 산업 등이다. 김 대표는 “센드버드는 고객 경험 전반을 조율하고 실행하는 AI 에이전트 생태계를 지속적으로...",mk.co.kr,https://n.news.naver.com/mnews/article/009/0005705054?sid=105,,
여행 AI 에이전트,2026. 7. 9.,티맵의 ‘숏폼 SNS’ 변신…“AI·데이터로 이동 全 과정 커버”,"티맵은 월 1550만 명의 이용자 데이터와 인공지능(AI) 기술을 토대로 에이전트 서비스도 강화할 계획이다. 이동 정보를 기반으로 여행·이동 코스를 추천해주는 대화형 에이전트, 차량 탑재형 음성 에이전트를 준비하고...",sedaily.com,https://n.news.naver.com/mnews/article/011/0004639866?sid=105,,
여행 AI 에이전트,2026. 7. 9.,"""응답이 아니라 해결""… 센드버드, 서브 에이전트 조율하는 '에이전트 ...","차세대 AI 에이전트 솔루션 '에이전트 스튜어드(Agent Steward)'가 공개됐다. 글로벌 AI 커뮤니케이션 기업... 기업이 AI에게 점진적으로 권한을 부여할 수 있도록 설계됐다. 여행·항공 산업에서는 항공편 취소, 재예약...",platum.kr,https://platum.kr/archives/290650,,
여행 AI 에이전트,2026. 7. 9.,"센드버드, AI 에이전트 '에이전트 스튜어드' 공개…""업무 끝까지 해결""",AI 커뮤니케이션 플랫폼 기업 센드버드(대표 김동신)가 여러 AI 에이전트와 기업 시스템을 조율해 복잡한... 기업이 AI 권한을 점진적으로 확대할 수 있도록 설계했다. 센드버드는 여행·항공 산업에서는 항공편 취소와...,edaily.co.kr,https://n.news.naver.com/mnews/article/018/0006326015?sid=105,,
여행 AI 에이전트,2026. 7. 9.,"챗GPT, 사람처럼 대화 나눈다…오픈AI, GPT 라이브 적용","서로 다른 언어를 사용하는 사용자들이 회의, 여행, 교육, 고객 응대 등 다양한 상황에서 보다 자연스럽게... 오픈AI는 “사용자가 텍스트로 할 수 있는 일, 또는 AI 에이전트에게 요청할 수 있는 일을 음성 대화 안에서도...",dt.co.kr,https://n.news.naver.com/mnews/article/029/0003036154?sid=105,,
여행 AI 에이전트,2026. 7. 9.,"사람처럼 티키타카…오픈AI, '챗GPT 보이스' 공개","회의, 여행, 교육, 고객 응대 등에서 서로 다른 언어 사용자 간 대화가 한층 자연스러워질 것으로 오픈AI는... 텍스트나 AI 에이전트로 할 수 있는 일을 음성 대화 안에서도 수행할 수 있도록 기술을 발전시켜 나갈...",newsis.com,https://n.news.naver.com/mnews/article/003/0014055791?sid=105,,
여행 AI 에이전트,2026. 7. 9.,"오픈AI, 말 끊김 줄인 '챗GPT 보이스' 공개","회의, 여행, 교육, 고객 응대 등 서로 다른 언어를 사용하는 상황에서 보다 자연스러운 대화가 가능해질... 오픈AI는 사용자가 텍스트로 처리하던 작업이나 AI 에이전트에게 맡기던 요청을 음성 대화 안에서도...",dailian.co.kr,https://n.news.naver.com/mnews/article/119/0003109614?sid=101,,
여행 AI 에이전트,2026. 7. 9.,"오픈AI, '챗GPT 보이스' 실시간 대화 경험 고도화","회의, 여행, 교육, 고객 응대 등 다양한 상황에서 보다 자연스럽게 대화할 수 있을 것으로 기대된다.... 오픈AI는 사용자가 텍스트로 할 수 있는 일이나 AI 에이전트에게 요청할 수 있는 일을 음성 대화 안에서도...",datanet.co.kr,https://www.datanet.co.kr/news/articleView.html?idxno=212943,,
여행 AI 에이전트,2026. 7. 9.,"오픈AI, 맥락 이해하는 '챗GPT 보이스' 공개...""말이 끝날 때까지 기다리...","회의, 여행, 교육, 고객 응대 등 다양한 상황에서 보다 자연스럽게 대화할 수 있을 것으로 기대된다.... 오픈AI는 사용자가 텍스트로 할 수 있는 일, 또는 AI 에이전트에게 요청할 수 있는 일을 음성 대화 안에서도...",aitimes.kr,https://www.aitimes.kr/news/articleView.html?idxno=40895,,
여행 AI 에이전트,2026. 7. 9.,"""말 끊어도 괜찮아"" 챗GPT 변했다…'사람 같은 대화' 지원","회의, 여행, 교육, 고객 응대 등 서로 다른 언어를 쓰는 사람들이 대화하는 상황에서 활용도가 커질 것으로... 오픈AI는 ""사용자가 텍스트로 할 수 있는 일, 또는 AI 에이전트에게 요청할 수 있는 일을 음성 대화 안에서도...",hankyung.com,https://n.news.naver.com/mnews/article/015/0005308024?sid=105,,
여행 AI 에이전트,2026. 7. 9.,"""대화에 호응하고 말 끊어도 OK""…챗GPT 보이스, 사람과 더 비슷해졌다","회의, 여행, 교육, 고객 응대 등 다양한 상황에서 보다 자연스럽게 대화할 수 있을 것으로 기대된다.... 오픈AI는 사용자가 텍스트로 할 수 있는 일, 또는 AI 에이전트에게 요청할 수 있는 일을 음성 대화 안에서도...",mt.co.kr,https://n.news.naver.com/mnews/article/008/0005383568?sid=105,,
여행 AI 에이전트,2026. 7. 9.,"오픈AI, 챗GPT 보이스에 새 음성모델 적용","서로 다른 언어를 사용하는 사용자간 회의, 여행, 교육, 고객 응대 등에 활용할 수 있다고 오픈AI는... 텍스트나 AI에이전트로 수행 가능한 작업을 음성대화에서도 구현하는 방향으로 기술을 개발할 방침이다.",digitaltoday.co.kr,https://www.digitaltoday.co.kr/news/articleView.html?idxno=682655,,
여행 AI 에이전트,2026. 7. 9.,"오픈AI, 실시간 음성 모델 'GPT 라이브' 공개…말 끊어도 대화 이어간다","오픈AI는 회의와 여행, 교육, 고객 응대 등 다양한 환경에서 활용할 수 있을 것으로 기대했다. 오픈AI는 GPT... 음성 대화에서도 텍스트 기반 기능과 AI 에이전트 기능을 제공하는 방향으로 개발을 이어갈 계획이다.",etoday.co.kr,https://www.etoday.co.kr/news/view/2601912,,
여행 AI 에이전트,2026. 7. 9.,"오픈AI, 말 끊지 않는 챗GPT 공개","사용자의 발화를 계속 처리하면서 대화 흐름에 맞춰 통역을 제공해 회의나 여행, 교육 등 다양한 환경에서... 대화만으로도 AI 에이전트 기능까지 자연스럽게 이용할 수 있도록 기술을 발전시켜 나갈 계획이라고...",hansbiz.co.kr,http://www.hansbiz.co.kr/news/articleView.html?idxno=849239,,
여행 AI 에이전트,2026. 7. 9.,"카카오톡 속 AI, 장소 추천 넘어 예약까지… 카카오 ‘카나나’ 고도화","작동하는 AI 서비스 ‘카나나’의 장소 탐색 기능을 강화했다. 식당 추천에 머물던 기존 기능을 여행, 문화... 카카오는 지난달 29일 ‘카나나 인 카카오톡’의 장소 에이전트 업데이트를 진행했다고 9일 밝혔다. 이번...",biz.chosun.com,https://n.news.naver.com/mnews/article/366/0001177857?sid=105,,
여행 AI 에이전트,2026. 7. 9.,"오픈AI, 사람처럼 끊김 없이 대화하는 '챗GPT 보이스' 공개","이에 따라 회의나 여행, 교육, 고객 응대 등 서로 다른 언어를 사용하는 상황에서도 보다 자연스러운... 확장해 음성 환경에서도 AI 에이전트 수준의 작업 수행이 가능하도록 기술을 발전시켜 나갈 계획이라고 밝혔다.",edaily.co.kr,https://n.news.naver.com/mnews/article/018/0006325825?sid=105,,
여행 AI 에이전트,2026. 7. 9.,"""내년엔 부품 공급난 더 심하다""…에버코어, '델' 목표가 500달러 제시-[...","다만 시장 전문가들은 제트유 가격이 분쟁 초기 정점 대비 크게 낮아진 상태인 데다, 글로벌 여행 수요가... 또, 추론형 AI 및 자율형 에이전트 AI 도입이 늘어날수록 메모리 인프라의 중요성이 대두된다며, 자사가 고성장...",wowtv.co.kr,https://n.news.naver.com/mnews/article/215/0001258090?sid=101,,
여행 AI 에이전트,2026. 7. 9.,"""디지털자산 주도권, 전통금융으로…은행과 웹3 전환 준비"" [일문일답]",예를 들어 7월 해외여행 성수기를 앞두고 송금 수요가 늘어날 것으로 예상되면 현재는 사람이 직접 잔고를... -AI 에이전트 시대를 대비해 어떤 프로젝트를 준비하고 있나. △기술과 연구개발(R&D) 차원에서는 적극적으로...,edaily.co.kr,https://n.news.naver.com/mnews/article/018/0006325700?sid=101,,
여행 AI 에이전트,2026. 7. 8.,"하나투어, 협업형 멀티 에이전트 '하이' 전격 개편…""여행 계획부터 예...",국내 최대 여행 기업인 ㈜하나투어는 개별 전문 AI 에이전트들이 상호 협업하는 차세대 'A2A(Agent-to-Agent)' 기술을 적용하고 사용자 환경(UX·UI)을 대폭 개선한 멀티 AI 에이전트 서비스 '하이(H-AI)'를 새롭게 리뉴얼해...,bizwnews.com,http://www.bizwnews.com/news/articleView.html?idxno=140257,,
여행 AI 에이전트,2026. 7. 8.,"[주간스타트업동향] 퓨리오사AI, 에퀴닉스와 유럽 AI 인프라 시장 공략...","전략 ▲AI 에이전트 ▲피지컬 AI ▲소버린 AI 4개 영역을 중심으로 기업이 준비해야 할 핵심 과제를... 이팝소프트, 외교부와 손잡고 여의도 IFC몰에 해외여행 안전 팝업 '세이프체크인' 오픈 AI 영어 학습 앱 '말해보카...",it.donga.com,https://it.donga.com/109157/,,
여행 AI 에이전트,2026. 7. 8.,"포털 도입 독파모 AI, 네이버 검색에 도전장","이스트에이드는 향후 줌 AI 검색을 쇼핑과 금융, 여행 등 버티컬 영역으로 확장해 이용자의 고민과 시간을 줄여주는 버티컬 AI 에이전트 서비스로 발전시키겠다는 계획을 밝혔습니다. 업스테이지 역시 그동안 다음에...",newstomato.com,http://www.newstomato.com/ReadNews.aspx?no=1306612&inflow=N,,
여행 AI 에이전트,2026. 7. 8.,"""카나나가 알아서 찾아준다""...카카오, '카나나 인 카카오톡' 장소 에이...",능동적으로 이용자에게 먼저 제안해주는 에이전틱 인공지능(AI)을 일상 속에서 경험하는 순간이다. 8일 업계에 따르면 카카오는 최근 '카나나 인 카카오톡' 내 장소 에이전트를 고도화했다. 기존에는 식당 중심의 장소 추천...,techm.kr,https://www.techm.kr/news/articleView.html?idxno=153229,,
여행 AI 에이전트,2026. 7. 8.,[제약업계 소식] 7월 6일,"함께 여행 중에도 자연스럽게 두피 건강을 관리할 수 있는 브랜드 경험을 제안한다고 설명했다. 양사는... 여러 AI 에이전트가 서로 협업하며 생산공정을 운영하는 차세대 스마트 제조 시스템이다. 생산 최적화, 물류...",doctorstimes.com,http://www.doctorstimes.com/news/articleView.html?idxno=238905,,
여행 AI 에이전트,2026. 7. 8.,레고랜드 ‘썸머 플레이 플래시 세일’…여기어때 ‘대전 여행 할인’ ...,"국내 여행의 만족도를 높여 나갈 것""이라고 강조했다. ◇ 하나투어, 멀티 AI 에이전트 '하이(H-AI)' 리뉴얼 하나투어의 멀티 인공지능(AI) 에이전트 '하이(H-AI)'가 전문 AI 에이전트 간 협업이 가능한 A2A(Agent-to-Agent) 기반...",ekn.kr,https://www.ekn.kr/web/view.php?key=20260708026010485,,
여행 AI 에이전트,2026. 7. 8.,[월가 톡톡] 북반구 폭염이 바꾼 휴가 지형도,"미국 여행객들이 폭염과 인파, 치솟은 여행 비용을 피해 봄과 가을, 겨울까지 여행 시기를 분산하면서... 모델과 에이전트 제품을 반드시 삭제해야 하며, 대신 알리바바 자체 AI 비서인 '큐더'를 사용해야 한다. CNBC는...",news.einfomax.co.kr,https://news.einfomax.co.kr/news/articleView.html?idxno=4423993,,
여행 AI 에이전트,2026. 7. 8.,"카카오, '카나나' 장소 AI 강화…추천부터 예약까지 카톡 안에서 끝낸다","카카오가 AI 서비스 '카나나 인 카카오톡'의 장소 에이전트 기능을 대폭 강화하며 추천부터 탐색, 예약까지... 완료하는 '에이전틱 AI(Agentic AI)' 구현에 속도를 낸다. 식당 중심이었던 기존 기능을 여행·문화·생활 편의...",asiatoday.co.kr,https://www.asiatoday.co.kr/kn/view.php?key=20260708010002934,,
여행 AI 에이전트,2026. 7. 8.,"""이 팝업 전시 가볼까""⋯카톡 속 나만의 AI 비서로 추천받고 예약까지","8일 카카오에 따르면 최근 '카나나 인 카카오톡'은 장소 에이전트 기능을 강화하는 업데이트를 단행했다. 이로써 기존 식당 중심의 장소 추천·예약 기능이 관광지와 숙박과 같은 여행 분야, 전시·공연·영화관을 비롯해...",inews24.com,https://n.news.naver.com/mnews/article/031/0001040641?sid=105,,
여행 AI 에이전트,2026. 7. 8.,"[산업소식] KTis 114On, 전국 병·의원·약국 검색 서비스",이번 서비스는 여름 휴가철 낯선 여행지에서도 가까운 병원과 주말 운영 약국을 확인할 수 있도록... 아트패션 ▲배키 ▲배키 에이전트 ▲도메인옵스 등 8종이다. NC AI는 이번 베스트 유즈케이스 선정과 공식 간행물...,4th.kr,http://www.4th.kr/news/articleView.html?idxno=2114425,,
여행 AI 에이전트,2026. 7. 8.,“식당 물론 여행·공연·주유소 추천·예약”… 카톡 ‘AI 비서’의 진...,AI 서비스 ‘카나나 인 카카오톡(Kanana in Kakaotalk)’ 얘기다. 카카오는 최근 카톡 업데이트를 통해 카나나의 장소 에이전트 기능을 강화했다고 8일 밝혔다. 기존 식당 중심의 추천·예약 기능에서 관광지와 숙박 등 여행...,segyebiz.com,http://www.segyebiz.com/newsView/20260708512689?OutUrl=naver,,
여행 AI 에이전트,2026. 7. 8.,진화하는 카카오 AI 비서···장소 추천 추가,AI 서비스 '카나나 인 카카오톡'에 장소 추천·예약 기능을 대거 추가했다. 지난 7일 카카오에 따르면 이번 개편의 핵심은 장소 에이전트 고도화다. 그동안 식당 위주로 돌아가던 추천·예약 체계가 관광지와 숙박 같은 여행...,seoulfn.com,https://www.seoulfn.com/news/articleView.html?idxno=632925,,
여행 AI 에이전트,2026. 7. 8.,"[여행24시] 대한항공 노사, 임금 2.5%↑·공로금 지급 합의 外","해외 여행에 결격 사유가 없어야 한다. 또 교정시력이 1.0 이상이어야 하며, 2024년 7월14일 이후 응시한... ◆ 하나투어, 멀티 AI 에이전트 리뉴얼 하나투어의 멀티 AI 에이전트 ‘하이(H-AI)’가 전문 AI 에이전트 간...",dealsite.co.kr,https://dealsite.co.kr/articles/164948,,
